Latitude,Longitude
39.450495798362766,-104.80325600686025
45.11011703508744,-88.71738057750322
39.951615478762314,-74.80259771789525
40.181207410099766,-117.57223903844944
35.646336575538925,-110.24419812494509
32.77766936270477,-101.36016626826422
38.78965385021987,-84.65202361749613
38.19184257994944,-110.32232407253368
32.93247612098866,-111.76793815006582
41.95007292163495,-106.55344610361705
42.29467445738064,-109.50912153799977
35.56228571245194,-104.70136348719736
42.17335549874849,-103.94122857266215
36.525763949887235,-109.18073008497902
39.30429664529669,-83.71792914817155
44.46856295439296,-70.0078063235095
29.784798344467536,-101.12080964219003
44.89663987330634,-72.18111692640792
38.24414855788595,-97.04111449871162
47.283926692525455,-92.33551838435267
30.36046291216707,-96.91120234929733
35.755374859800035,-110.03503794128122
34.63371084292909,-117.40285849140022
44.21361563130084,-118.24767086103797
35.74290653799479,-77.19724014951538
35.813883823247,-112.71889364890308
36.15796249207335,-105.95006343561099
43.86167091119914,-74.47593362485492
42.59805401186451,-116.9511237256455
47.619650023635856,-105.14038038558206
28.434494434285373,-100.11612241023622
36.59503067370259,-82.11742414523945
31.3664548207893,-87.29605356558432
38.26688198930748,-101.2192521280329
41.367192693663256,-96.05704004050271
42.92046756205393,-96.36804873558523
44.0496846049534,-116.21938781730404
45.09599456606676,-97.9460983678292
33.96982288011703,-96.53276697907566
37.71364669225136,-89.76683872723075
48.3051374681074,-117.68899221665657
33.41366224163452,-108.39151344630072
36.98532218718731,-122.05645234359324
36.24651626867474,-83.03292642530451
39.8493054012937,-102.82141542596895
47.96368152368289,-93.23109548806174
30.528490402769915,-89.68069639924589
42.43252777468006,-115.69702542884927
37.72268154864837,-104.04939703512007
37.03968021373877,-108.18203307428968
44.88524037621542,-93.3573724093608
38.753913105459716,-113.5145388602821
41.35154151391364,-114.96131921465744
40.35276155975532,-108.10589120912445
27.41001116403717,-98.91922136590645
38.26222582277067,-96.38695811474183
43.66210310804632,-82.6538535010425
42.97476641869122,-89.80322874991342
41.421934393477585,-116.19463606662758
35.92920850394022,-85.65567533860586
30.755249790902653,-97.66479205428226
40.088841598642915,-91.89050913095522
38.19844999185838,-112.85141317549198
43.31074568591967,-96.52308795911954
42.74334764687879,-100.78708512971393
34.80791978981953,-84.49252723295325
33.967559671375156,-97.34655823203191
33.66293409637001,-110.0670293591298
38.32503502090408,-107.05742114443609
